genres,id,original_title,tagline
"['Adventure', 'Science Fiction', 'Fantasy']",43135,Queen of Outer Space,Mankind's first fantastic flight to Venus - the female planet!
['Comedy'],20626,Envoyés très spéciaux,
"['Drama', 'Comedy', 'Adventure']",167983,Colegas,
['Documentary'],79893,Quebrando o Tabu,
"['Comedy', 'Fantasy', 'Science Fiction']",73624,O Homem do Futuro,Nothing will be like before.
"['Action', 'Foreign']",79194,Diamante Lobo,
"['Drama', 'Romance', 'Comedy']",200145,横道世之介,
"['Romance', 'Drama']",184578,The Dove,
"['Drama', 'Romance']",56743,Elena Undone,
"['Romance', 'Drama']",148044,Romanze in Moll,
"['Action', 'Adventure']",120509,"Blackbeard, the Pirate","The thunder of their plundering shook the earth, the seas, the sky!"
"['Action', 'Horror']",3162,Blackenstein,To Stop This Mutha Takes One Bad Brutha
"['Action', 'Adventure', 'Comedy', 'Thriller']",24775,Blast,Oil And Money Are An Explosive Mix.
"['Thriller', 'Drama', 'Horror']",20695,Blessed,
[],74579,Blessed & Cursed,
"['Animation', 'Adventure', 'Family']",82703,Mr. Peabody & Sherman,He's Leaving His Mark On History
"['Thriller', 'Science Fiction', 'Drama']",97370,Under the Skin,A mysterious seductress preys upon the population of Scotland
"['Action', 'Crime', 'Drama', 'Thriller']",136797,Need for Speed,For honor. For love. For redemption.
"['Comedy', 'Drama', 'Romance']",242042,Barefoot,She's stepping out into the world.
['Drama'],38049,Entre ses mains,
['Documentary'],118769,You've Been Trumped,Because Money and Power Should Not Cost the Earth
"['Comedy', 'Drama', 'Crime']",177494,Veronica Mars,She thought she was out
"['Action', 'Comedy']",40346,賭聖,
[],45514,8,
[],109404,8,An unconstitutional proposition. An unprecedented decision. An all-star cast.
['Comedy'],68827,"Elle boit pas, elle fume pas, elle drague pas, mais... elle cause !",
['Drama'],182827,舟を編む,
[],64047,Cranford,
"['Action', 'Drama', 'Thriller']",74343,Sonny Boy,
['Drama'],8064,Chiko,
['Comedy'],209403,Bad Words,The end justifies the means
['Drama'],235260,Son of God,Their Empire. His Kingdom.
['Documentary'],94331,Fightville,We Build Better Men
"['Drama', 'Romance']",24202,Blind Date,
['Drama'],238972,Blind Faith,What would you be willing to sacrifice to keep your family secrets?
"['Thriller', 'Drama', 'Mystery']",116894,Blind Terror,
"['Comedy', 'Drama']",145995,Blonde Fever,
[],159464,Meth,"Like meth, this movie is not for the faint of heart"
['Drama'],68713,Tu seras mon fils,
"['Comedy', 'Crime']",144728,"Tähdet kertovat, komisario Palmu",
[],144724,"Vodkaa, komisario Palmu",
['Documentary'],47771,Superpower,The only thing new in the world is the history you don't know. -Harry S. Truman
['Drama'],96920,მონანიება,
['Drama'],115821,El artista y la modelo,El artista y la modelo
"['War', 'Action', 'Thriller', 'Drama']",58767,Sniper: Reloaded,"Deep in the Congo, Marine... Peace Keeper... Killer."
"['Animation', 'Family']",83201,Puss in Boots: The Three Diablos,An All-New Adventure!
['Comedy'],62156,De Pernas Pro Ar,
['Comedy'],228202,Meu Passado me Condena,
['Comedy'],203217,Minha Mãe é uma Peça,
"['Action', 'Adventure', 'Thriller']",54597,Blood Out,Blood In. Blood Out.
"['Drama', 'Action', 'Thriller']",184323,Daglicht,Some family secrets cannot bear the daylight.
"['Animation', 'Comedy']",39853,The Cat Concerto,
['Comedy'],209355,Quai d'Orsay,
"['Drama', 'Action', 'Comedy']",134350,地獄でなぜ悪い,
"['Comedy', 'Romance']",236737,Ocho apellidos vascos,
"['Comedy', 'Drama']",118915,Such Good Friends,The little black book that became a national bestseller.
"['Comedy', 'Romance']",116760,Sextette,The sin-sational Mae West
['Thriller'],39293,The Human Factor,
"['Comedy', 'Romance']",101242,Love Simple,
"['Drama', 'Comedy']",157690,Elle s'en va,
"['Drama', 'Foreign']",55825,Spider,
"['Animation', 'Family']",72962,George & A.J.,
"['Drama', 'History']",186971,Michael Kohlhaas,
['Drama'],199740,Mig äger ingen,
"['Music', 'Documentary']",214250,Cosmic Psychos: Blokes You Can Trust,30 Years And A Million Beers With Australia's Most Unlikely Rock And Roll Heroes
"['Action', 'Thriller']",86133,The Next Man,
['Drama'],46460,Wanda Nevada,A PRO & A CON. The rest is history.
"['Action', 'Thriller', 'Foreign']",31950,The 'Human' Factor,Every 24 hours an American family will be killed!...and only the human factor can stop it.
[],249726,Prison Terminal: The Last Days of Private Jack Hall,Living With Their Sins. Dying With Their Dignity.
"['Drama', 'War']",164184,"Bless Me, Ultima",
"['Crime', 'Drama']",160162,Blondes at Work,BEWARE! Snappy Snoopy Blonde at Work!
"['Comedy', 'Drama']",4111,Blondie of the Follies,
"['Horror', 'Romance']",85620,Et mourir de plaisir,Ghoul or Girl?
"['Animation', 'Science Fiction']",192577,キャプテンハーロック,
['Drama'],394403,Schwestern,
"['Drama', 'Mystery', 'Romance', 'Thriller']",26286,Dragonwyck,DANGEROUSLY She dared to LOVE!
"['Action', 'Drama', 'Western']",45007,The Hunting Party,"In the west, revenge is a deadly game."
['Comedy'],22592,Grandma's Boy,Where Laughter Reigns and Joy Pours!
"['Romance', 'Drama']",31214,Così come sei,
"['Drama', 'Comedy']",109891,Our Modern Maidens,
['Drama'],25541,Broderskab,
['Drama'],80992,Twee vorstinnen en een vorst,
['Comedy'],248390,Le Crocodile du Botswanga,
"['Drama', 'Action', 'Thriller', 'Mystery']",71996,Stunts,
"['Comedy', 'Drama', 'Music']",39211,W.W. and the Dixie Dancekings,"Back in 1957, sweet-talking W.W. lived in a '55 Olds, loved bubble gum, Errol Flynn, country music, fried chicken, robbing filling stations, and a girl named Dixie. Not necessarily in that order."
"['Horror', 'Mystery', 'Thriller']",16167,From Within,Death is catching.
"['Drama', 'Mystery', 'Thriller']",62709,Blood Crime,
"['Horror', 'Thriller']",47194,Blood Night: The Legend of Mary Hatchet,Will you make it through the night?
"['Action', 'Thriller']",42552,Bloodfist,
"['Action', 'Adventure', 'Science Fiction']",100402,Captain America: The Winter Soldier,In heroes we trust.
['Thriller'],168399,Pionér,
['Drama'],114172,Vuosaari,Everybody wants to be touched
['Drama'],180420,La Cité Rose,"Where I come from, when you stop dreaming, you die."
['Drama'],209276,Starred Up,We're all different on the inside.
"['Comedy', 'Horror']",195022,Kill Me Now,
"['Comedy', 'Crime', 'Romance']",128113,鍵泥棒のメソッド,
"['Animation', 'Action', 'Science Fiction']",119685,Mass Effect: Paragon Lost,Another chapter in the Mass Effect franchise
['Documentary'],226247,Beautiful Darling,The Life and Times of the Andy Warhol Superstar
"['Drama', 'Adventure']",86834,Noah,The end of the world is just the beginning.
"['Animation', 'Comedy', 'Family', 'Adventure']",227783,The Nut Job,Let's Get Nuts!
"['Animation', 'Science Fiction', 'Action']",257346,アベンジャーズ コンフィデンシャル：ブラック・ウィドウ ＆ パニッシャー,
['Adventure'],204668,Belle et Sébastien,Two great friends. One grand adventure.
"['Family', 'Adventure']",214418,Amazonia,
['Animation'],203715,Aya de Yopougon,
['Documentary'],256628,Takedown: The DNA of GSP,
"['Music', 'Drama']",151043,A Man Called Adam,
['Drama'],19501,April Showers,"In an instant, their world changed forever."
['Drama'],110381,Aujourd'hui,
"['History', 'Crime', 'Drama']",38080,Le juge et l'assassin,
"['Crime', 'Drama']",56415,Les Lyonnais,
"['Drama', 'Romance']",215031,Gabrielle,
"['Drama', 'Thriller', 'Crime']",191104,Wolf,
"['Comedy', 'Thriller', 'Mystery']",42216,Who Is Killing the Great Chefs of Europe?,
['Drama'],27196,Stardust,
"['Science Fiction', 'Drama', 'Horror']",29290,The Green Slime,The Green Slime are coming!
"['Crime', 'Drama']",4112,Blondie Johnson,LOVE made her beautiful... WANT made her daring... MEN made her ruthless!
"['Documentary', 'Music']",173455,Mistaken for Strangers,
['Documentary'],233841,i hate myself :),
['Documentary'],102855,Don’t Stop Believin’: Everyman’s Journey,Rock n Roll Fairy Tale
['Documentary'],63143,Blank City,
"['TV Movie', 'Thriller', 'Drama']",373745,Bloodknot,
"['Action', 'Adventure', 'Fantasy', 'Horror']",12685,BloodRayne: The Third Reich,Only the dead survive.
['Drama'],112731,Outlaw Blues,His song is a runaway hit while he's a hit runaway.
"['Action', 'Adventure']",42551,Sky Riders,They soared from the skies to stage the most daring rescue ever filmed
"['Action', 'Adventure', 'Comedy']",1732,The Prisoner of Zenda,
['Horror'],49396,The Haunted,
"['Adventure', 'Drama']",142159,Across to Singapore,"A boy and a girl---alone against a ship full of mutineers. High adventure on the high seas, with the great star of romance leading the way."
['Adventure'],5494,George and the Dragon,
['Drama'],70993,Homme au bain,
['Drama'],99119,Notre Paradis,
"['Action', 'Horror', 'Western']",17456,BloodRayne II: Deliverance,A heart-stopping adventure!
[],103971,Bloody Murder 2: Closing Camp,The second cut is the deepest
"['Comedy', 'Foreign']",68123,Leidenschaftliche Blümchen,"When the new girls arrives, the girls of St. Clare's Academy get quite an education"
['History'],233917,Kalevala - Uusi aika,
"['Western', 'Action']",65674,A Town Called Hell,Vengeance's fire is raging.
"['Drama', 'Romance']",95752,The Other Side of the Mountain: Part II,
['Comedy'],232862,A Little Stiff,
['Drama'],204113,Szörnyek évadja,
"['Drama', 'War']",94664,Így jöttem,
['Drama'],253239,Diplomatie,
"['Comedy', 'Mystery']",31329,Mon petit doigt m'a dit...,
"['Comedy', 'Crime']",125395,Associés contre le crime... 'L'œuf d'Ambroise',
"['Comedy', 'Drama', 'Romance']",53168,喜剧之王,
[],168767,alaskaLand,
"['Horror', 'Thriller']",155084,13 Sins,You don't play the game. It plays you.
['Comedy'],97733,Slacker 2011,
"['Action', 'Adventure']",188207,The Legend of Hercules,Every Man Has a Destiny
"['Comedy', 'Adventure', 'Crime', 'Family']",145220,Muppets Most Wanted,Taking the world by farce
['Comedy'],36861,Bob Saget: That Ain't Right,
['Comedy'],111250,Bobcat Goldthwait: You Don't Look the Same Either,
['Comedy'],14408,La Personne aux deux personnes,
['Comedy'],42802,L'Invité,
['Horror'],117905,Do You Wanna Know a Secret?,
"['Drama', 'Thriller', 'Romance', 'Foreign']",40172,Kikareta onna no mirareta yoru,Some fantasies should never be fulfilled.
"['Comedy', 'Crime', 'Drama']",192134,Dom Hemingway,I want my money plus interest.... and a present
['Documentary'],186997,L'image manquante,
"['Drama', 'Family']",218931,Gleason,How Sweet It Was!
['Drama'],89237,Electrick Children,Pregnant by music?
['Drama'],119360,Io e te,
['Drama'],215743,뫼비우스,HELL HATH NO FURY LIKE A WOMAN SCORNED
[],391069,Night Gallery,
"['Drama', 'Crime']",64527,水のないプール,A movie by Kôji Wakamatsu
"['Thriller', 'Crime', 'Drama']",190955,Blood Ties,Crime runs in the family.
"['Drama', 'Comedy']",208277,Feuchtgebiete,Get ready for Helen.
['Documentary'],256561,Free to Play,One game will change their lives.
"['Horror', 'Adventure', 'Drama', 'Thriller']",9753,Three,
"['Comedy', 'Romance']",229613,Trailer Park Jesus,"When a college student becomes stranded at a trailer park in rural Mississippi, he bargains his way home with a sheet of L.S.D."
['Documentary'],51486,Jean-Michel Basquiat: The Radiant Child,
['Drama'],199463,Barabbas,
"['History', 'Drama']",213386,Barabbas,Where the Bible left off...his story of redemption began.
"['Comedy', 'Drama']",38655,"Boeing, Boeing",The Big Comedy of Nineteen-Sexty-Sex!
['Documentary'],34079,Bond Girls Are Forever,
['Comedy'],252607,Fiston,
"['Action', 'Comedy']",110112,Nitro Circus: The Movie,
['Documentary'],209799,The Unknown Known,
"['Comedy', 'Drama']",138222,Best Man Down,
"['Western', 'Action', 'Drama']",60438,Boots and Saddles,Gene takes on the British
['Western'],224040,Border Feud,LATEST IN THE SERIES OF SMASH ACTION WESTERNS
"['Crime', 'Thriller']",146955,Border Run,Trust no one
"['Science Fiction', 'Thriller']",174675,The Machine,They Rise. We Fall.
"['History', 'Drama']",94344,Das Weib des Pharao,
['Documentary'],65170,Breaking the Silence: Truth and Lies in the War on Terror,
['Horror'],29854,Seizure,you can't run from them… you cant hide from them…
['Documentary'],246007,Palestine Is Still the Issue,
"['Action', 'Crime', 'Thriller']",256474,In the Blood,She Will Stop At Nothing
"['Action', 'Romance', 'Thriller']",80973,The Girl from the Naked Eye,
"['Drama', 'Thriller']",170689,Möbius,
"['Action', 'Drama', 'Thriller']",34459,"Sheba, Baby",Queen Of The Private Eyes
"['Thriller', 'Drama']",183433,Forgetting the Girl,
['Drama'],180960,Небесные жены луговых мари,
"['Adventure', 'Action', 'Comedy', 'Thriller']",56533,Viva Knievel!,The one and only real live Evel Knievel in his first dramatic movie role.
"['Fantasy', 'Comedy', 'Science Fiction']",38626,Going Postal,A delightful Discworld delivery!
"['Comedy', 'Documentary', 'Drama']",96769,Her Master's Voice,The legacy of six bereaved puppets
"['Drama', 'Crime', 'Mystery', 'Romance']",95177,Sun Don't Shine,Good hearts can do bad things
['Horror'],193612,The Quiet Ones,A shocking experiment. An unspeakable evil.
['Drama'],200505,Draft Day,The greatest victories don't always happen on the field.
"['Adventure', 'Animation', 'Mystery']",52762,The Mysterious Geographic Explorations of Jasper Morello,
"['Thriller', 'Mystery']",178603,Detour,
"['Drama', 'Thriller']",94887,Girls Against Boys,Bad girls don't cry. They get even.
"['Drama', 'Music']",191294,Vi är bäst!,
"['Drama', 'Crime', 'Thriller']",69492,Borderline,
['Horror'],131916,Scary or Die,Whats so ##%&@# funny ?
['Documentary'],211078,When Jews Were Funny,
"['Action', 'Adventure', 'Drama', 'Thriller']",40715,Big Jim McLain,FILMED in HAWAII and FILLED with EXCITEMENT!
"['Drama', 'Fantasy', 'Romance']",70417,Borrowed Hearts,
"['Adventure', 'War']",264482,Trinadtsat,
"['Action', 'Crime', 'Thriller']",180299,The Raid 2: Berandal,It's Not Over Yet
"['Crime', 'Thriller', 'Drama', 'Action']",158091,Metro Manila,
"['Action', 'Thriller']",171776,Sparks,
"['Action', 'Science Fiction', 'Thriller']",40740,Trancers II: The Return of Jack Deth,Time waits for no man... unless his name is JACK DETH!
"['Drama', 'Crime']",64349,Série noire,
['Comedy'],48591,Die Austernprinzessin,
['Comedy'],46667,Superdad,Young love is making waves...and Dad's about to get beached!
"['Drama', 'Action', 'Crime']",90590,Policewomen,Cold Steel on the Outside...All Woman on the Inside!
"['Action', 'Comedy', 'Thriller', 'Romance']",77528,Bail Enforcers,She's coming to get you.
"['Drama', 'Comedy', 'Romance', 'Foreign']",44369,Boy,The journey to find yourself can be a long one.
"['Comedy', 'Romance']",39214,"Boy, Did I Get a Wrong Number!",38-22-36 Boy - she has some area code!
['Comedy'],35057,Boys' Night Out,
['Drama'],67633,Braća po materi,
"['Action', 'Comedy']",25706,Brain Smasher... A Love Story,
[],148778,MC5: Kick Out the Jams,
"['Documentary', 'Drama', 'History']",104250,The Loving Story,
"['Action', 'Crime', 'Drama']",88237,Boca do Lixo,
"['Action', 'Adventure', 'Fantasy']",102382,The Amazing Spider-Man 2,No more secrets.
['Documentary'],42733,Comizi d'amore,
['Drama'],127495,Graceland,A life for every lie.
"['Music', 'Drama']",26831,That'll Be The Day,
['Drama'],197611,Dragonfly,
"['Action', 'Crime']",42711,The Slams,Jim Brown goes over the wall to flash with a million $ stash.
"['Animation', 'Action', 'Adventure']",251519,Son of Batman,Vengeance runs in the blood.
"['Horror', 'Science Fiction']",74241,Kaitei daisensô,
"['Action', 'Science Fiction', 'Thriller']",47628,Trancers 3: Deth Lives,... time waits for no man...
['Documentary'],130745,16 Acres,
['Documentary'],185602,Shenandoah,The American Dream on Trial
['Drama'],157832,Calvary,Killing a priest on a Sunday. That'll be a good one.
['Documentary'],127540,The Iran Job,
['Horror'],157547,Oculus,You see what it wants you to see
"['Comedy', 'Drama']",24006,O. Henry's Full House,A dozen top stars - five famed directors bring you the best stories of O. Henry!
"['Comedy', 'Family', 'Fantasy']",45588,Angels in the Outfield,"The toughest guy you ever met ... until an angel said ""Hello!"""
"['Action', 'Crime']",94248,"Sweet Jesus, Preacherman","Amen, Brother!"
"['Science Fiction', 'Horror', 'Drama']",71990,The Strange World of Planet X,Man and alien unite to combat the most insidious peril the universe has ever known!
['Drama'],249660,God's Not Dead,What do you believe?
"['Horror', 'Science Fiction']",35074,Dinoshark,Fear what's below the surface
['Drama'],156320,Our Blushing Brides,
"['Drama', 'Thriller']",244509,Cold in July,How many men can one bullet kill?
['Drama'],62661,The Second Woman,Not since 'SPELLBOUND' a masterpiece of suspense like this!
"['Thriller', 'Drama']",98136,Hit Lady,
['Comedy'],268875,All American Chump,
"['Action', 'Adventure', 'Science Fiction']",50767,American Cyborg: Steel Warrior,
"['Mystery', 'Romance']",161297,Arsène Lupin,
[],211603,Beauty and the Beast,
['Fantasy'],30844,Beauty and the Beast,
"['Fantasy', 'Romance']",197796,La Belle et la Bête,The legend is reborn...
['Thriller'],61492,g@me.,
['Thriller'],73215,Claustrofobia,
"['Comedy', 'Horror']",179538,Las brujas de Zugarramurdi,
"['Romance', 'Drama']",172340,Lovin' Molly,
"['Action', 'Adventure', 'Drama', 'War']",25388,March or Die,
"['Action', 'Adventure', 'Drama']",47956,The Norseman,
"['Mystery', 'Crime', 'Drama']",127702,La señal,
"['Animation', 'Adventure', 'Comedy', 'Family']",172385,Rio 2,"He's villainous, she's venomous."
"['History', 'Comedy', 'Documentary']",262481,An Honest Liar,
[],202183,Ein Schnitzel für drei,
"['Drama', 'Mystery']",196027,Skumtimmen,
"['Drama', 'Romance', 'Science Fiction']",226448,In Your Eyes,Two strangers. One extraordinary connection.
"['Documentary', 'Family']",214314,Bears,
"['Action', 'Adventure', 'Drama', 'Thriller']",32005,Breaking Point,Eventually we all must face our demons
['War'],60908,Breakthrough,"You'll Cheer...the Battlin' Bozos of Company ""B""!"
"['Drama', 'Romance', 'War']",119926,Bridge to the Sun,Their love was a bridge between two worlds!
['Comedy'],214030,Fading Gigolo,
"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",157353,Transcendence,"Yesterday, Dr. Will Caster was only human..."
['Drama'],153641,The Reckoning,"The Most Successful Man In Town,"
"['Drama', 'Comedy']",77333,Leo the Last,Imagine being the last of anything.
"['Horror', 'Thriller', 'Comedy', 'Action']",167575,Hatchet III,Victor Crowley Lives Again
"['Drama', 'Horror', 'Thriller']",59726,Wake Wood,Beware Those You Love the Most
['Drama'],236751,Heaven is for Real,Unlock the mystery
['Documentary'],42697,Mondo Hollywood,Hollywood laid bare!
"['Music', 'Drama']",166621,Bright Lights,What a Cast and Story - Crammed With Drama -- Songs -- Girls -- Hatred. And How Dorothy Does That Hula-Hula -- Oh Boy!
"['Comedy', 'Romance']",84465,Made For Each Other,
"['Comedy', 'Romance']",219553,Amor a primera visa,"Even with backup, he can't sing his way out of this one."
"['Drama', 'Foreign', 'Thriller']",25951,Bullet Ballet,
"['Comedy', 'Romance']",193610,The Other Woman,The oddest friends are about to get even
"['Comedy', 'Horror']",184345,A Haunted House 2,It'll scare the #2 out of you.
['Drama'],242203,What Matters Most,Sometimes Love Can Silence All Reason
"['Animation', 'Comedy', 'Family', 'Action']",12242,Mulan II,She's primped. She's engaged. She's back.
['Adventure'],113743,Jupiter's Darling,The Love Story of the Beauty and the Barbarian! Clash of Armies! Underwater spectacle! Never before such sights to see!
[],258369,Song hua jiang shang,
"['Documentary', 'Horror']",29721,Ghost Adventures,
"['Documentary', 'History']",93122,Out of the Blue,
"['Comedy', 'Drama']",209350,Le Week-End,
['Drama'],19063,イキガミ,
['Romance'],139799,The Glass Slipper,
['Comedy'],215656,Por las plumas,
"['Comedy', 'Action', 'Fantasy']",203739,Vampire Academy,They suck at school.
"['Crime', 'Thriller']",127016,Dead in the Water,If you think you know your friends... think again.
"['Comedy', 'Romance']",199341,Liebe und andere Turbulenzen,Some distractions are better than others.
"['War', 'Comedy']",123961,Which Way to the Front?,
['Drama'],95556,The Liberation of L.B. Jones,Some of his best friends were black...some of her best friends were white.
"['Horror', 'Fantasy', 'Science Fiction']",221737,RoboCroc,Everybody Out of the Pool
"['Action', 'Crime', 'Drama']",254473,Brick Mansions,Undercover and never Outgunned
"['Crime', 'Drama', 'Thriller']",152792,Devil's Knot,They say the crimes were satanic. The truth may be scarier.
"['Comedy', 'Music']",112083,Bright Lights,IT'S GOT EVERYTHING!
['Drama'],89547,Bright Road,
"['Music', 'Romance']",43857,Broadway Melody of 1938,So New It's A Year Ahead!
"['Family', 'Music']",80918,Broadway Rhythm,M-G-M's Terrific Technicolor Topper!
"['Romance', 'Drama', 'Music']",130398,Broadway Serenade,"It's got ""Maytime's"" glories...""Ziegfeld's"" thrills. No wonder 22,000,000 people voted Jeanette MacDonald Queen of Song, Romance and Beauty!"
['Drama'],54752,Firstborn,Jake Livingston had to grow up fast... because his mother didn't.
"['Thriller', 'Mystery', 'Crime', 'Horror']",85564,Nature of the Beast,All men are created evil.
"['Drama', 'Western']",95555,The Master Gunfighter,"He Fought Like an Army, and Lived Like a Legend."
"['Adventure', 'Drama', 'Action', 'War']",89584,Fetih 1453,The fall of an empire will be the rise of another.
['Drama'],168742,The Rocket,
"['Adventure', 'Comedy', 'Drama']",145247,Hundraåringen som klev ut genom fönstret och försvann,"For a century he's made the world uncertain, and now he is on the loose again."
"['Drama', 'Thriller']",210479,Locke,No turning back
"['Action', 'Foreign', 'Drama', 'History']",159403,Shinobi no mono: Kirigakure Saizo,
"['Action', 'Drama', 'Thriller']",46943,The Point Men,It takes one to kill one.
['Documentary'],252143,Mortified Nation,
['Comedy'],126442,Alter Egos,
"['Action', 'Crime', 'Thriller']",242310,Tokarev,The past never stays dead
"['Crime', 'Mystery', 'Thriller']",38585,A Study in Scarlet,
"['Comedy', 'Drama', 'Family']",43901,Anne of Green Gables,"A PICTURE MADE FOR THE MILLIONS WHO LOVED ""LITTLE WOMEN"""
"['Mystery', 'Drama']",180624,Before Dawn,
"['Drama', 'Action', 'Comedy', 'Western', 'Music']",44323,Belle of the Yukon,
['Drama'],211059,September,
['Drama'],300940,Tungsten,
"['Comedy', 'Documentary', 'Drama']",293444,Eedenistä Pohjoiseen,
"['Action', 'Adventure', 'History', 'Romance', 'Drama']",76649,Pompeii,No warning. No escape.
['Comedy'],44269,Tout ce qui Brille,
['Comedy'],225564,100% Cachemire,
['Horror'],137217,Donovan's Echo,"A series of uncanny déjà vu events force a man to re-examine his tragic past, memory, instinct, and future."
['Horror'],226269,13/13/13,
"['Action', 'Science Fiction']",192813,Age of Dinosaurs,Back from extinction!
['Documentary'],69054,Slavoj Žižek: The Reality of the Virtual,A cinematic experience of Žižek's interpretations of reality and virtual reality.
"['Action', 'Foreign', 'Science Fiction']",22701,Attack from Space,
"['Action', 'Drama']",141643,Ten Violent Women,They Take What They Want
"['Family', 'Comedy', 'Romance']",137475,3 Holiday Tails,More Puppy Love
['Drama'],119593,A Fever In The Blood,
"['Family', 'Romance', 'Comedy']",51848,A Golden Christmas,
"['Family', 'Comedy', 'Romance']",236417,A Golden Christmas 3,Puppies love Christmas
"['Horror', 'Thriller']",197919,A Haunting at Silver Falls,Twin girls haunt a new girl in town to steer her down the path to the right killer.
['Drama'],120837,Three Faces East,
[],245909,Mumblecore,
['Drama'],44721,Little Fauss and Big Halsy,Little Fauss and Big Halsy are not your father's heroes
"['Comedy', 'Crime']",61642,Silver Bears,
['Western'],42472,The Man Who Loved Cat Dancing,
['Drama'],71721,Il capitano,
['Comedy'],195589,Neighbors,Family vs. Frat
"['Drama', 'Family']",33091,Flickan,
"['Adventure', 'Drama', 'Western']",46845,Man in the Wilderness,He was left for dead. He would not forget.
"['Comedy', 'Crime', 'Action']",49588,Trick,
"['Drama', 'Science Fiction', 'War']",54919,Gladiatorerna,
['Drama'],195841,Soleil O,
['Documentary'],53223,Powers of Ten,
"['Horror', 'Thriller']",177552,A Resurrection,
"['Animation', 'Adventure', 'Comedy']",227425,Alpha and Omega 2: A Howl-iday Adventure,
"['Animation', 'Family', 'Adventure', 'Comedy']",258096,Alpha and Omega 3: The Great Wolf Games,"READY, SET, HOWL!"
"['Action', 'Crime', 'Drama']",216541,Ambushed,For The Thrill of The Kill
['Thriller'],112287,Axed,His job kept him sane! Now he's just lost it...
['Documentary'],201360,All of Me,
['Documentary'],258476,"A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times",
['Documentary'],272525,Henry Kissinger: Secrets of a Superpower,
"['Thriller', 'Horror', 'Science Fiction']",49158,Tentacoli,It's Turning the Beach ... Into a Buffet!
"['Documentary', 'Drama']",191720,Jodorowsky's Dune,The greatest science fiction movie never made
['Documentary'],110958,Unlawful Killing,
['Thriller'],259879,20 Ft Below: The Darkness Descending,
"['Comedy', 'Romance']",174316,A Case of You,He'll be everything she likes but himself.
[],52531,不知火検校,
['Drama'],205601,Belle,Based on the inspiring true story
"['Drama', 'Romance']",152599,The Immigrant,
['Documentary'],39785,Pulling John,
"['Action', 'Drama']",19703,अ वेडनसडे,
['Western'],30648,Blindman,"Blindman, Blindman, what did he do? Stole 50 women that belong to you."
"['Thriller', 'Crime', 'Action']",262338,Good People,Money changes everything
['Western'],53144,Heldorado,There's a treat on every trail... a thrill in every spill... in hootin'... howlin'... HELDORADO!
['Comedy'],38980,The Wild Life,It brings all your fantasies to life.
['Drama'],82529,Kriegerin,
"['Comedy', 'Music', 'Romance', 'Foreign']",94478,You Instead,A single night. A million possibilities. One connection.
"['Drama', 'Mystery']",26166,Crack-Up,Could I KILL ... and not remember?
['Thriller'],139519,Magic Magic,Beware of the Unseen
"['Crime', 'Drama']",186935,Heli,"Police corruption, drug trafficking, sexual exploitation, love, guilt and revenge."
"['Documentary', 'Romance']",56967,I Think We're Alone Now,"Two individuals, Jeff and Kelly, claim to be in love with the 80's pop singer Tiffany."
['Drama'],48949,Hide in Plain Sight,"If the Justice Dept of the United States abducted your children, what would you do?"
['Action'],16931,Into the Blue 2: The Reef,It's not another day at the beach.
"['TV Movie', 'Drama', 'History']",36465,Into the Storm,
"['Science Fiction', 'Action', 'Foreign', 'Adventure']",38281,Atomic Rulers,
"['Science Fiction', 'Action', 'Thriller']",44263,全城戒备,
['Comedy'],252680,Moms' Night Out,What could go wrong?
"['Action', 'Drama', 'Family', 'History', 'War']",105945,Memorial Day,Two Generations. Two Wars. One Story
['Drama'],128237,Viola,
['Drama'],197562,Ganashatru,
['Drama'],10244,Götter der Pest,
"['Drama', 'Comedy']",55589,Du skal ære din hustru,
"['History', 'Drama']",195522,Redes,
"['Adventure', 'Action', 'Drama']",54281,Zatōichi kenka-daiko,
['Action'],199715,A Small Town in Texas,All Poke wanted was to get his girl and get out. All the Sheriff wanted... was to get Poke.
"['Action', 'Science Fiction']",240832,Lucy,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",127585,X-Men: Days of Future Past,"To save the future, they must alter the past"
"['Action', 'Science Fiction', 'Thriller']",124905,Godzilla,The king will rise.
['Drama'],179818,Paid,
['War'],90617,Valter brani Sarajevo,This is Walter!
"['Horror', 'Thriller']",74505,Lovely Molly,
['Comedy'],187596,Walk of Shame,Awesome night. Epic aftermath.
['Documentary'],222724,Crystal Lake Memories: The Complete History of Friday the 13th,
['Documentary'],223971,Hunt vs Lauda: F1's Greatest Racing Rivals,
"['Crime', 'Thriller']",188166,Blue Ruin,Revenge comes home
['Drama'],192132,Palo Alto,
['Drama'],212231,Kid Cannabis,
['Drama'],42092,Ghare-Baire,
['Drama'],41781,আগন্তুক,
['Documentary'],215407,El hal,"Here at last comes the time of ecstasy, of trances."
"['Music', 'Drama']",4269,Une Chambre en Ville,
"['Adventure', 'Action', 'Drama']",54280,Zatōichi hatashi-jō,
"['Adventure', 'Action', 'Drama']",54284,Zatōichi goyō-tabi,
['Comedy'],263111,Jim Gaffigan: Obsessed,
"['Animation', 'Music', 'Family']",59981,Legends of Oz: Dorothy's Return,There's trouble in OZ...
['Documentary'],249724,The Lady in Number 6,
