id,popularity,vote_average,vote_count
43458,1.023648,6.6,4
103433,0.230679,1.7,5
123770,6.313545,5.4,5
43205,0.334816,7.0,4
37779,3.106936,4.8,21
5002,0.484227,6.7,5
115373,0.99069,5.0,2
61016,1.023572,5.5,4
45099,1.021232,7.0,28
93061,0.288712,7.0,1
194736,1.211919,3.0,2
31340,0.785909,6.4,10
46158,0.584734,5.2,7
74215,1.267234,6.2,11
120854,1.97366,2.6,7
129798,0.544923,4.0,6
61263,1.764981,6.9,9
123295,0.264751,7.4,5
70190,0.385951,2.3,3
38782,0.948788,7.0,11
61682,1.315194,6.6,8
60703,0.386383,5.5,1
99767,0.415156,4.5,4
145259,0.388954,7.6,4
84097,0.415097,2.5,2
94192,0.318788,5.0,5
99567,0.412761,5.8,5
96089,0.155478,4.8,4
50650,0.306845,7.6,4
59402,0.521963,5.0,6
95578,0.108909,6.0,1
85615,0.288509,0.0,0
74550,0.038129,6.5,1
145194,0.075245,1.5,2
128779,0.224428,8.6,5
91715,0.058433,5.0,1
82418,1.046119,7.1,4
118444,0.087466,6.0,2
178341,0.945843,6.0,2
114570,0.362132,6.0,2
167198,1.64194,2.4,6
173488,0.714584,6.1,4
106446,0.538857,6.5,4
90291,0.589819,4.3,8
208434,0.487343,6.0,2
160254,0.413343,7.3,2
65482,0.363502,5.8,4
205463,0.810907,5.6,5
103119,1.123451,4.4,7
73179,0.174538,3.2,3
200654,0.760053,6.0,1
144475,0.582068,7.3,2
293880,0.966348,5.2,9
86087,0.2851,4.3,3
112460,0.456527,4.0,1
81646,0.081112,7.5,2
87123,0.092141,7.0,2
79730,0.738815,5.8,3
39433,0.879077,5.1,9
72100,0.157284,4.0,2
40874,0.178743,6.7,5
38381,0.234146,6.9,5
118716,0.469209,5.4,5
95820,0.851883,4.9,4
62033,0.222323,7.0,3
151250,0.448565,5.3,4
38165,1.398672,4.1,4
211930,0.323406,8.0,1
97327,0.139413,3.0,2
128854,0.166229,5.0,3
95348,0.071988,6.0,2
73595,0.180104,5.0,4
38964,0.10767,3.5,3
72946,0.482814,6.4,5
63612,0.085908,5.0,1
98398,1.011163,5.4,5
90807,0.216908,5.0,1
102256,0.084709,5.3,2
87820,0.617696,6.1,6
129553,0.679183,5.2,3
149955,0.370093,7.0,2
94510,0.100727,6.0,1
104214,0.124298,5.0,1
245589,1.635274,3.0,14
198214,0.424697,4.5,1
56151,0.021041,0.0,0
157343,0.538124,5.3,4
68716,0.859083,3.4,10
217925,1.320353,6.0,1
46434,0.665042,5.0,2
96702,0.143413,5.0,4
73614,0.664555,3.0,8
175681,0.340325,0.0,0
45774,1.043994,6.2,5
217719,0.615562,5.5,4
85695,0.595368,4.6,4
43045,0.635717,6.3,7
61434,0.206772,5.8,2
91477,0.128071,6.0,1
149468,0.523083,7.0,1
50042,0.296989,5.4,7
200863,0.520407,0.0,0
98223,0.400047,0.0,0
108256,0.407785,6.0,3
279828,7.181428,6.6,41
72585,0.260901,6.4,4
26121,1.489319,5.2,10
199556,3.464579,4.4,19
284536,8.728556,5.7,550
249170,3.22314,7.0,35
85236,0.281567,5.8,7
261823,1.067448,4.3,5
297556,6.012379,6.5,222
179267,1.66913,4.9,14
118640,1.145354,5.9,7
61095,0.662567,6.2,9
72471,0.002997,0.0,0
66967,0.761508,6.0,1
51548,0.588512,6.2,7
62670,0.895267,5.5,7
207475,2.484835,4.2,56
232462,1.067588,3.7,3
115111,0.124344,6.0,3
111307,0.363776,6.5,2
95019,0.523447,6.1,7
59178,1.338982,7.0,8
149150,0.392921,5.4,5
51800,0.647019,0.0,0
105551,0.354743,5.0,1
60949,4.052588,5.8,6
91796,0.07673,8.5,2
92371,0.217767,4.1,4
74457,0.266642,4.7,6
247447,0.139262,10.0,1
76483,0.078197,6.0,2
111910,0.973752,6.0,2
38427,1.086392,5.4,6
145691,1.978554,3.8,4
143146,0.819156,6.1,6
140509,1.017725,6.7,5
149465,1.074692,6.5,2
212455,0.957354,4.1,11
169541,1.285222,5.5,2
82970,0.723038,3.5,5
78265,0.968817,5.4,5
52864,0.560858,7.3,3
61950,0.894956,4.7,5
141319,1.000373,5.5,2
111477,0.572061,0.0,0
26497,1.772896,6.0,13
59075,0.60522,7.6,7
46651,0.480346,6.3,6
21409,0.924596,7.0,3
51227,0.719713,4.6,4
142254,0.026219,0.0,0
110671,0.311254,7.0,2
95359,0.158073,5.0,1
47256,0.193396,6.9,4
102295,1.166809,5.5,6
184129,0.834842,4.8,7
44998,0.118135,6.0,1
87909,1E-06,7.1,7
58526,0.307184,6.8,8
61151,0.188417,5.5,1
19525,0.765129,6.4,5
200862,0.030309,0.0,0
43793,0.215163,6.3,3
178337,0.110013,6.0,1
51832,0.300574,6.8,8
44789,0.426405,3.1,4
79308,0.024489,0.0,0
77716,0.725869,4.3,5
95012,0.874703,3.0,3
29113,1.250236,5.6,8
61852,2.793815,6.5,13
94831,0.052311,6.5,1
43016,0.100951,5.5,1
86709,0.185515,3.0,4
102526,0.375568,5.5,1
238206,0.119615,8.0,1
161967,0.036471,4.0,1
289318,0.052164,5.0,1
229526,2.150981,3.6,5
10151,0.30335,0.0,0
178103,0.365754,6.4,4
95137,0.703718,5.0,2
200574,0.297406,6.0,2
94092,0.113315,7.0,3
104259,0.797537,5.5,7
63691,0.073413,4.8,3
6163,0.727069,5.1,4
38395,0.474896,6.4,5
154093,1.316519,3.8,3
39220,1.025312,5.5,4
72901,0.243058,6.0,3
58936,0.684516,5.1,8
149467,0.411942,7.0,1
40252,0.350055,3.8,4
16926,1.147772,2.8,6
13017,1.572727,6.1,4
251783,4.229239,4.5,21
187263,0.884455,4.8,5
207636,0.373143,0.0,0
35692,0.720182,6.4,6
6984,0.84119,5.2,6
60977,0.287956,6.3,5
123354,0.694873,6.7,3
84211,0.071852,6.0,2
29116,1.611225,5.6,10
43395,0.451601,4.3,3
38469,0.211814,6.3,4
104711,1.691429,6.6,15
84337,0.429111,4.8,4
121667,0.192593,6.2,3
131045,0.184325,7.8,4
28490,4.929826,7.0,6
72160,0.39874,5.5,3
105059,2.115803,6.3,3
26714,0.504054,6.1,5
113219,0.660737,5.4,8
52857,0.735358,7.1,4
74877,0.599894,3.9,7
147371,0.725004,7.9,4
73120,1.251952,4.3,2
203264,1.657911,4.2,5
108181,0.551855,4.6,10
27978,0.768195,5.0,5
42752,0.521537,3.1,5
17129,0.916543,6.3,10
47312,1.171976,6.1,8
180891,1.633896,5.8,21
152130,1.312744,4.4,8
91737,0.206367,7.5,4
62188,0.331677,6.5,1
50926,0.206341,7.6,5
98549,0.538002,3.9,8
39042,0.332584,6.3,2
126031,0.660673,3.0,2
46190,0.457454,5.9,4
33843,0.252556,4.3,4
112885,0.752617,3.5,5
52323,0.457416,5.8,4
75799,0.522564,5.9,4
37053,1.196355,6.1,6
174340,3.514786,7.0,20
37294,9.775598,6.3,7
68191,0.545476,8.5,2
37408,0.162439,6.0,2
36631,0.372205,7.6,5
43625,0.64338,6.5,4
15898,1.798472,5.4,8
188357,0.483269,1.9,4
55762,0.529845,7.2,5
82181,0.864578,4.5,1
33002,0.142355,5.0,3
138699,0.883862,10.0,2
24084,0.505579,6.2,5
40468,0.635541,4.3,3
44974,0.124766,4.3,3
75033,0.740141,5.2,5
2199,0.946475,3.4,8
122083,1.817498,5.0,31
34945,0.755304,5.5,3
70422,0.704667,5.0,11
5601,0.747647,6.4,5
104729,0.127261,7.0,2
77118,0.039597,7.0,1
70916,1.575491,6.4,9
56412,0.428065,3.2,3
38556,0.413716,5.0,2
11719,1.085264,6.1,7
63706,2.390484,2.9,12
85768,1.101517,6.3,6
31362,0.145289,6.0,4
31919,0.582224,5.2,8
214181,1.288694,4.4,4
71357,0.013577,6.0,3
44697,1.255885,5.7,10
44989,0.151925,5.0,1
208495,1.440951,5.1,5
92635,0.77402,4.8,11
71511,0.81999,3.9,7
46869,0.607125,5.7,6
75012,0.255811,5.1,7
37123,0.568903,7.1,8
24002,1.506729,6.2,3
23200,1.640142,3.8,4
84727,0.607257,7.0,1
56596,1.342536,5.8,2
173299,0.910213,4.5,2
83802,0.494148,3.7,5
46193,0.33575,0.0,0
121230,1.018083,2.8,4
67375,0.702342,5.7,5
72984,1.15114,6.8,9
18571,2.228889,5.6,7
52355,0.148579,4.0,3
113175,1.076503,4.0,2
93263,3.421721,3.4,4
26888,0.687358,6.0,4
49733,0.212182,7.5,3
43365,0.121661,7.0,1
42754,0.187308,4.3,4
67328,0.793642,4.0,5
77845,0.567991,0.0,0
68744,0.441113,5.0,1
39166,0.481556,6.1,4
78028,0.200057,5.8,2
139367,0.542939,3.2,5
46562,1.516498,3.8,7
99377,0.136119,5.3,3
28284,1.058213,6.0,3
36634,3.02441,3.9,5
44023,0.555422,6.8,7
188507,2.442212,4.6,12
67521,0.681134,5.4,4
27966,1.080246,6.4,5
71200,0.481576,4.9,6
147618,0.113306,5.0,1
42128,0.510177,6.0,1
84508,1.272301,6.8,12
102195,0.575961,5.6,7
80200,0.316238,4.7,6
61855,0.113627,2.0,3
82243,0.277045,4.5,2
108716,1.593609,4.6,6
94881,0.314101,0.0,2
50117,0.736384,5.8,4
47638,0.57743,6.3,8
47437,1.386224,5.9,13
83579,1.190271,6.8,10
61613,0.737628,3.8,8
38472,0.603541,6.9,6
37306,0.533343,4.3,2
103938,0.51328,2.0,2
78504,0.7031,3.8,9
45599,0.469335,7.0,4
24683,3.398983,4.0,7
60965,1.076888,3.8,5
120522,4.743709,5.4,4
23525,0.765507,6.7,5
105406,0.857156,6.5,6
72455,1.021878,5.1,11
46580,0.085585,5.5,2
56860,0.617863,3.7,9
14053,1.158017,4.2,7
81724,1.747894,6.9,10
175065,0.356403,7.0,1
127614,0.845036,7.2,6
167956,0.873612,7.6,15
253266,1.465349,7.1,17
233487,1.42988,3.3,13
180644,1.634427,7.1,14
302828,7.937835,6.5,59
281298,1.71351,6.9,30
61237,2.422204,5.9,11
38346,1.204657,5.5,2
54288,0.399185,7.3,9
33272,0.342535,3.3,2
92798,0.290919,8.0,3
166085,0.932583,4.0,1
290802,1.742732,7.8,22
171019,0.821121,4.9,4
215924,1.573126,5.7,17
279979,0.081817,10.0,1
171908,0.462405,0.0,0
92796,0.46916,6.1,7
45577,0.829563,5.6,8
140032,0.054186,5.0,1
58655,0.07996,5.8,7
85637,0.104287,7.0,3
299104,0.12133,8.7,3
218233,0.643516,8.0,4
168300,0.341334,6.7,3
168994,0.434162,7.5,4
130241,0.211239,8.0,3
112244,0.366779,6.5,2
219233,0.060518,5.0,1
105470,0.223258,8.0,2
168295,0.005956,0.0,0
49308,0.184671,5.2,5
159000,0.332065,6.3,3
309049,3.135108,5.3,23
318359,0.002713,0.0,0
266880,0.231913,6.4,4
155605,0.077725,5.0,1
91929,0.409179,6.6,8
142724,0.515289,6.4,6
161880,0.003646,0.0,0
64528,1.157955,6.3,8
204800,0.89172,8.0,1
29416,0.696083,2.2,11
260848,0.001754,0.0,0
141262,0.034706,0.0,0
244580,3.155747,5.0,20
242675,0.400351,9.3,3
43721,0.522679,0.0,0
286875,7.78915,6.0,49
45441,0.335441,7.0,7
105133,0.494284,7.5,2
95853,0.978779,6.7,11
22901,2.133283,6.8,5
21988,1.173881,5.4,9
89056,0.0,0.0,0
86472,0.117699,4.0,3
188180,0.46951,5.3,3
256196,4.630341,5.5,13
261830,0.656176,8.1,10
221148,0.457395,6.0,1
42779,0.277806,7.3,3
149690,0.625736,7.0,1
82178,0.073011,4.0,1
55321,0.038276,0.0,1
114626,0.430045,5.8,8
166883,0.426592,8.0,3
82185,0.248086,3.0,2
130881,0.019338,0.0,0
48798,1.213417,4.8,11
104638,0.374,4.7,6
135696,0.793589,5.4,5
59722,7.504259,3.8,84
131932,0.044048,2.0,1
48635,1.437794,5.5,13
194407,0.98586,6.0,1
75770,0.262367,5.6,4
148617,0.099705,0.0,1
72400,0.175334,5.3,3
36879,2.324007,4.1,15
177902,0.047712,0.0,0
39991,4.04674,6.0,20
130882,0.113557,5.8,2
53931,0.201163,6.0,1
51780,0.253802,4.9,5
283536,4.235107,5.6,16
252637,0.005882,0.0,0
131503,0.854413,7.3,4
203321,2.917593,6.1,37
210860,10.241861,5.4,1078
216015,33.068431,5.2,3350
305932,9.323591,6.2,187
142208,0.122409,8.0,3
196255,0.995302,6.3,4
48522,0.620529,8.1,9
53215,1.994703,6.5,41
281615,0.000263,0.0,0
48730,0.416801,6.8,4
72205,1.353566,5.3,5
46240,0.109407,7.0,3
90781,0.153663,7.5,8
56275,0.242956,6.0,4
215657,0.291638,6.0,3
190946,0.266119,5.0,5
171292,0.251427,4.0,1
54505,0.150003,5.9,5
188392,0.268416,7.0,2
67866,0.206933,4.5,4
24251,1.132124,6.9,8
261144,0.254241,0.0,0
195617,0.110204,8.0,2
76162,0.05048,8.0,1
209209,0.254085,4.6,5
37556,0.716603,5.8,4
205818,0.603376,8.0,1
15718,1.636118,7.1,9
23998,1.425983,5.9,10
27850,5.318151,6.3,97
34205,7.767959,6.3,62
34560,4.019593,5.9,67
59354,0.211414,4.6,4
105168,0.878122,6.0,8
44666,0.001252,0.0,0
67699,0.76974,6.4,10
48841,0.037644,4.8,1
2186,1.657273,6.3,15
154622,0.384209,8.0,6
43658,0.020588,0.0,0
52458,0.036572,4.8,3
234377,0.328171,5.3,3
44342,0.472362,7.0,14
52207,0.690099,6.6,6
123283,0.384717,6.5,1
197592,0.978305,4.5,1
238090,0.567895,0.0,0
81294,0.319215,6.8,7
53214,1.11608,7.4,28
84805,0.052886,6.0,1
140149,0.822097,6.1,7
84617,0.923465,7.4,11
157723,0.776445,7.3,4
13535,1.707514,7.7,23
57622,0.306907,6.3,8
129363,0.002317,6.0,3
261274,0.480355,4.8,4
71145,0.121415,6.8,3
80142,0.219727,7.0,3
161885,0.151893,6.7,3
187993,0.150626,6.0,1
44874,4.287613,6.4,70
192367,0.903872,6.0,1
52035,0.436214,6.5,4
162864,1.557542,5.8,13
109477,0.941319,6.6,10
73714,1.705657,7.6,14
61080,1.163695,7.0,13
110760,0.000308,5.4,7
205651,0.003424,0.0,0
91138,0.0,0.0,0
21714,0.435088,6.3,4
59358,0.952685,6.3,3
221234,0.07533,9.0,2
67460,0.14353,7.8,4
48273,0.178989,6.6,5
83746,0.424586,7.4,8
141754,0.355582,5.6,5
38580,3.529071,7.3,33
77022,0.612755,6.6,9
137014,0.730682,7.0,7
167938,0.00586,0.0,0
168202,0.003013,7.5,2
241170,0.601097,6.0,1
27618,1.860321,6.6,36
60233,0.298558,7.2,7
48874,0.872875,5.3,14
36129,2.643565,7.4,44
53178,0.092377,7.0,2
53543,0.007319,10.0,1
104062,0.385759,7.6,7
93904,0.502533,6.0,7
36003,0.20207,8.0,2
190352,0.006143,0.0,0
69168,0.050486,5.0,1
58587,0.369894,6.7,7
29286,0.935686,6.4,5
16048,6.614301,2.5,42
52216,0.261408,5.8,4
52304,0.045173,5.5,1
56499,0.339142,6.0,1
253686,1.988425,4.8,23
78278,0.013177,0.0,0
64850,0.415034,7.5,3
20921,1.131061,5.8,14
45221,0.349689,6.0,6
72174,2.436725,4.0,30
74192,0.347937,5.8,9
159704,1.929422,6.0,33
201561,0.002694,0.0,0
130677,1.629079,4.3,5
72917,0.542408,6.3,2
76198,1.10577,5.2,13
37688,0.016925,0.0,0
71623,0.551122,4.6,6
266723,0.993994,5.4,4
13734,1.440118,6.1,24
269714,1.732667,6.3,26
76642,0.001754,0.0,0
20220,1.22292,4.9,7
31985,1.028416,1.4,4
64357,0.64678,6.7,10
77280,0.10645,6.5,2
271327,0.39183,6.5,2
79051,0.472872,8.0,2
157787,0.515027,4.9,6
55638,1.389182,3.2,9
226363,3.056024,5.3,9
253851,0.48418,4.0,1
44349,0.231911,3.1,4
201859,1.44119,0.0,0
33489,0.593933,6.3,5
54052,0.444714,3.7,3
63180,0.696968,2.5,4
105114,0.801926,7.0,5
260884,1.150055,0.0,0
60009,0.480637,3.6,4
76155,0.070218,2.0,1
67443,0.34768,7.1,6
269070,0.016498,0.0,0
192588,0.03852,7.0,1
82237,0.009626,0.0,0
145075,0.052377,5.0,1
83816,0.118748,7.0,2
131457,0.433975,6.0,1
26504,4.726173,6.1,18
56557,0.287532,3.3,2
74208,0.06509,8.0,1
206377,0.464414,6.7,3
132506,0.730017,5.5,2
92257,0.164692,7.3,3
64442,0.844862,7.4,6
180954,0.657391,10.0,1
61523,0.155988,4.0,4
52437,0.005404,0.0,0
222870,1.013575,4.0,3
83288,0.326423,7.3,3
160194,1.198688,4.0,2
119353,0.745915,2.5,2
310589,0.048432,0.0,0
287504,0.056398,5.0,1
292396,1.08147,6.3,3
290555,11.481479,5.7,82
94563,0.008772,0.0,0
63348,0.812442,4.7,15
156277,2.76283,4.8,6
229559,2.270692,6.3,22
127770,0.843333,6.2,7
13924,3.466912,5.4,60
80012,0.37175,4.0,2
117963,0.100029,8.0,1
229194,1.22002,6.5,15
152113,2.37287,7.1,22
116554,0.180615,7.0,2
253287,3.854754,4.8,38
250066,6.278168,4.3,160
102534,0.219061,3.5,2
248231,0.82134,5.3,11
321130,0.250398,8.0,1
258049,0.002366,0.0,0
189197,6.092242,7.9,318
73922,0.658363,7.6,8
74695,1.537332,4.0,6
72809,0.199107,5.8,4
224293,0.027037,0.0,0
302429,10.192407,6.2,105
123235,4.200272,5.3,67
94820,0.529945,5.4,7
94904,5.367997,5.4,23
272693,8.592449,6.8,1372
128876,3.611777,5.7,50
281230,0.711099,6.3,2
297544,1.725587,2.8,15
56233,1.740951,5.4,9
239030,1.932176,5.6,19
280002,14.788837,4.1,91
93556,0.042355,5.0,1
193650,0.000308,7.0,1
277355,13.145621,5.2,231
89247,1.885686,5.3,5
285135,3.29973,3.8,32
63616,0.713381,6.6,9
121828,3.433531,7.1,54
46897,0.144446,7.3,2
269576,0.159785,6.0,1
73065,0.205534,5.0,1
35646,0.747848,5.5,3
133764,1.894596,5.5,23
32088,1.122905,5.3,8
276844,5.593682,6.5,167
136619,0.272995,6.7,6
21013,1.278297,5.8,4
32649,0.317766,3.5,2
44552,0.244149,5.0,3
12609,10.197545,6.3,73
27119,1.177552,5.2,8
286805,0.055526,1.0,1
36674,0.880511,3.3,7
77331,0.161001,4.5,2
30149,0.943978,5.9,17
27599,0.593493,5.8,5
27600,0.877781,5.5,6
35927,0.94982,5.6,9
30576,1.128245,5.3,10
135337,0.261022,6.5,4
92690,0.458827,6.5,2
28573,0.563726,0.0,0
29167,1.737506,6.3,12
267268,1.028514,4.0,18
83897,0.080879,5.0,1
214251,0.303212,8.2,8
266034,2.490899,6.2,32
160160,1.100663,6.5,6
72985,0.723687,7.0,4
211579,1.494937,7.1,12
97762,0.580902,6.0,8
211722,0.223872,7.2,6
128120,0.368635,6.7,3
214069,0.271783,7.4,7
54598,0.418174,5.3,2
285463,0.139648,6.7,3
60120,0.224193,8.0,6
253377,0.379726,6.4,5
139808,1.814897,6.5,13
25251,4.471645,6.7,25
204384,3.195818,6.2,23
40417,0.27908,6.1,7
74608,0.964072,6.0,11
63112,0.524831,6.2,5
97313,1.413834,5.4,8
96306,0.076201,5.0,1
200547,0.182499,5.8,4
217708,2.861451,6.9,26
9948,7.432461,5.6,115
293461,0.016499,0.0,0
12575,0.001378,0.0,0
41571,1.071638,7.6,22
317384,2.044591,7.9,16
81981,0.565417,7.5,4
80337,1.263586,7.5,25
85642,0.191218,7.3,6
8779,1.515302,8.0,11
163366,0.001021,5.0,1
39064,0.24535,6.8,6
28770,0.844909,6.2,7
137008,0.047721,5.0,1
118497,0.397247,7.3,4
162510,1.120287,7.6,5
250660,0.935948,7.1,9
41213,1.176231,6.0,8
129129,0.476742,7.8,4
190152,0.075775,5.0,1
217268,1.118466,6.9,8
85658,0.003682,0.0,0
122479,0.352419,5.0,5
290739,0.076579,4.3,2
128831,0.471276,8.0,4
248921,0.644598,4.5,2
49957,0.004942,0.0,0
163978,0.006284,0.0,0
25657,0.944834,7.1,10
96574,0.728104,7.1,8
257537,0.002354,0.0,0
56691,0.003421,0.0,0
74711,0.865015,6.3,12
47448,0.03541,5.0,1
102691,0.031002,6.6,9
205504,0.167329,5.0,1
282009,0.00265,0.0,0
206390,0.001276,0.0,0
133643,0.148494,5.0,1
116991,0.113587,6.0,3
239123,0.041202,8.0,1
87506,0.037362,10.0,1
217590,0.220664,7.8,4
257534,0.078652,5.0,1
26805,0.835896,5.2,5
62851,0.069476,6.6,6
29470,0.629794,5.6,7
30640,1.242866,5.7,11
26925,0.665719,6.2,8
120850,0.953628,4.3,2
173484,1.283397,7.0,21
4885,1.832792,7.0,12
199661,4.870482,6.0,109
43716,0.699475,6.4,10
83297,0.000603,6.4,6
151136,0.013233,0.0,0
166886,0.467629,7.0,2
144331,0.175073,0.0,0
198782,0.150049,5.5,2
1871,5.870813,6.8,125
1870,6.212713,6.7,77
1875,5.45311,6.9,83
50401,1.174046,6.6,15
60769,0.009726,0.0,0
92,0.406137,7.0,3
20875,3.311058,7.5,36
100246,1.914726,6.7,27
86823,0.345223,7.2,5
48419,0.041066,5.0,2
150124,0.007059,0.0,0
162592,0.036823,7.0,1
56440,3.119413,6.6,8
265929,0.305326,7.1,6
3485,0.795213,3.0,6
49183,0.355908,6.0,2
72715,0.060326,7.0,1
85711,1.166698,5.7,9
195834,0.445731,6.0,3
136742,1.756488,3.5,2
98560,0.172666,4.5,2
84442,0.666187,5.4,9
72478,3.742632,7.7,113
121749,0.126123,1.0,2
277688,3.251693,5.3,43
43754,0.903425,5.1,18
95010,0.099932,6.0,2
116437,0.114604,10.0,2
227719,9.363482,6.4,953
321594,2.515629,7.4,58
144183,0.080985,10.0,1
47868,1.435661,5.5,11
167073,7.991613,7.2,1235
295490,4.335659,5.2,51
309298,2.789838,4.1,44
249688,9.201378,7.3,210
309299,5.112935,6.8,166
291869,9.565297,6.2,45
309581,7.283158,5.4,107
310119,6.641951,4.4,46
310121,4.958676,6.3,51
310001,0.339331,6.4,4
309242,6.054981,5.9,137
309245,6.969947,6.4,200
309503,4.711535,5.6,61
232572,12.019571,5.7,266
245706,7.87202,6.2,536
253406,9.036787,6.0,63
288036,8.844452,6.2,309
315882,0.132716,8.0,3
319070,1.61917,6.8,18
319075,6.516131,7.5,284
319091,2.408677,7.6,55
319071,1.485347,6.6,14
318224,5.887113,7.7,306
224972,1.250498,8.7,21
319079,1.348402,7.3,13
318225,2.932138,7.3,34
319074,0.079336,5.0,1
319078,0.18307,8.5,4
318044,4.507082,7.7,111
312813,0.123697,7.0,2
275647,0.016241,0.0,0
227800,0.165477,5.0,1
194537,0.717036,7.0,9
116649,0.009414,0.0,0
115553,0.156488,7.7,3
283235,6.60913,6.8,240
125336,1.50251,8.8,26
251321,3.851653,5.1,41
283330,10.919636,5.7,45
266082,4.220318,6.5,111
308457,3.436595,6.4,46
217313,0.011917,7.5,1
308453,5.353826,5.5,112
308638,3.993759,4.5,79
250124,14.986654,6.8,286
308639,7.948581,7.2,698
307946,4.680849,5.6,44
308369,12.503333,7.7,962
308024,7.834161,6.1,131
308027,3.094082,6.8,63
294132,3.967229,5.2,66
308640,0.924161,6.7,9
308032,4.833182,6.8,254
308361,6.173635,5.4,30
306197,4.135614,5.8,37
193687,5.30588,5.6,278
52286,3.282591,5.9,51
56036,0.316017,7.8,4
161491,2.984889,6.4,26
254721,6.580186,7.2,38
42316,0.712104,6.0,6
226163,0.027318,0.0,0
223202,0.91677,6.0,22
103758,2.890778,6.7,47
57342,0.674261,5.5,8
3168,0.119376,7.5,2
128508,0.716787,7.3,6
252063,0.378049,6.5,2
188765,1.932314,6.8,32
68864,0.885415,6.0,1
190876,0.746357,6.4,10
309875,0.401121,7.0,4
318007,0.698991,6.2,3
256108,1.046439,5.7,11
3480,2.445603,7.7,32
5063,0.634683,5.3,5
3423,2.349658,6.9,21
82046,1.31503,6.8,2
54880,2.78801,6.8,16
288708,2.246861,6.0,16
223519,0.012983,0.0,0
124857,0.330621,5.0,1
80346,4.362874,2.6,7
44489,0.03765,5.0,1
202171,0.561609,4.0,3
124524,1.86888,6.5,2
71134,0.402104,6.2,3
144910,0.88344,7.0,1
37978,0.479042,5.9,4
66787,0.527645,10.0,1
64123,0.577181,6.9,10
30492,0.057235,6.0,1
63154,0.553216,5.1,7
69335,1.756998,7.9,25
81694,0.586482,3.7,15
110390,6.572818,6.6,107
123867,0.879285,5.2,7
26722,1.782376,5.3,30
230266,3.791712,5.8,46
86391,2.997222,6.3,29
73108,5.641483,5.5,81
315855,3.092455,6.4,29
46342,1.796637,5.4,27
312526,4.904615,4.6,85
287581,0.374007,5.5,2
72784,14.443362,6.4,500
185341,7.328242,5.2,269
307663,19.236571,4.1,245
87339,0.008267,5.5,3
29112,1.305958,7.3,5
40744,0.480136,4.3,4
48156,0.49789,4.3,4
65257,1.187862,0.0,0
184143,0.181859,0.0,1
74684,0.0745,8.5,2
278468,5.658089,7.2,117
248576,1.59911,5.4,13
62037,0.318612,5.3,3
250761,1.566256,7.0,32
213684,2.257329,7.1,12
295069,0.786341,7.2,5
34630,0.380906,3.8,3
278677,0.803469,8.0,5
299796,0.229246,6.8,3
126376,1.430895,7.3,4
88599,0.148442,7.5,4
274990,0.544704,5.0,1
57438,0.089995,6.5,2
62352,0.768534,5.0,4
167810,6.640704,5.8,228
125305,0.015894,8.2,5
217477,0.038888,6.4,5
97046,0.143416,6.3,4
36067,0.190302,5.0,1
36120,0.603494,8.3,3
318053,0.110399,5.0,2
56405,7.145871,7.0,37
72480,0.803169,6.5,6
312152,0.957362,7.1,18
287524,2.508452,4.0,42
30131,0.278975,6.5,2
94744,0.326571,5.4,4
27873,0.815844,4.2,5
125063,0.165267,4.8,2
62432,0.47035,4.8,5
86598,0.171122,6.3,3
320316,3.782108,6.0,142
225184,0.093792,6.0,1
237171,0.671717,7.0,1
146563,0.860168,5.4,6
73984,1.129177,4.1,9
51261,3.389921,3.9,25
93939,1.59328,6.0,13
12796,1.236231,6.2,3
155459,0.073765,4.3,2
96243,0.000844,5.3,5
55032,0.285071,8.0,2
257605,0.431913,0.0,0
266030,0.524215,6.9,13
302376,1.345495,7.3,20
255913,4.273973,5.3,68
186629,0.733914,6.5,1
316269,2.781177,4.3,38
146783,0.369582,6.3,3
31293,0.565378,6.3,6
276518,0.984672,5.5,2
199198,0.765354,5.0,1
82858,0.053123,5.0,1
83782,0.200607,6.3,2
73697,0.190156,5.2,3
91901,0.835911,5.3,6
76821,0.317099,6.6,5
47718,1.177,6.8,5
82817,0.808349,6.5,2
270899,1.756452,5.7,22
63432,0.294994,7.0,2
83122,0.76346,4.9,5
92316,0.38352,5.0,2
169800,1.597258,6.4,20
46439,0.901392,4.9,10
54325,0.341711,4.1,8
75224,0.657594,5.8,5
251994,9.258194,5.1,32
56482,1.175193,6.5,23
89720,0.040326,5.0,1
17895,1.574404,7.4,17
275468,0.04,6.0,1
110123,8E-06,0.0,0
119193,3.553601,7.4,48
16925,0.884333,4.0,11
93103,0.949301,6.0,10
54928,0.183141,6.0,2
24051,4.913101,4.9,31
250624,1.172097,5.0,1
282042,0.210561,6.0,1
105891,0.935171,5.0,1
183910,0.621925,7.6,9
24707,0.530203,5.0,5
289278,1.035811,5.5,4
126757,3.693288,6.2,43
127668,0.983858,6.8,9
110555,0.422693,5.3,4
142798,0.074998,7.5,2
83429,1.203389,6.5,8
134733,0.473351,5.4,5
142808,0.238063,7.0,1
65102,0.000578,6.0,1
191096,0.069832,5.0,1
56511,0.787866,6.4,11
56516,0.414734,6.4,8
56512,0.322249,6.2,8
56515,0.237483,5.4,6
107876,0.003137,0.0,0
186585,0.737664,2.5,2
192544,0.714471,3.3,3
43094,0.189384,6.0,1
25164,1.551446,4.7,22
44191,1.589406,5.3,14
93116,0.693442,3.7,3
104413,0.051582,0.0,0
